"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"bloemfontein campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Data scientist or machine learning specialist","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);C;C++;Fortran;Go;HTML/CSS;JavaScript;Julia;PowerShell;Python;R;SAS;SQL;TypeScript","BigQuery;Cloud Firestore;Dynamodb;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure","Angular","Information Services, IT, Software Development, or other Technology","WolframAlpha","Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;SQL","Oracle;PostgreSQL","Amazon Web Services (AWS);Digital Ocean","AngularJS;React","Oil & Gas","ChatGPT","GitHub Copilot;Whispr AI","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;PHP;TypeScript","MongoDB;MySQL","Amazon Web Services (AWS)","Angular;CodeIgniter;jQuery;Node.js","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript","Cloud Firestore;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MySQL;PostgreSQL","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;OpenShift;VMware","Express;jQuery;Node.js","Legal Services","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"pretoria campus","Computer Science","I am a developer by profession","Product manager","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Python;SQL","Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","jQuery;Node.js;Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT","GitHub Copilot;Synk Code;Whispr AI","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript","MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud","jQuery;Laravel;Symfony;Vue.js","Other","Bing AI;ChatGPT","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","C;C++;HTML/CSS;JavaScript","PostgreSQL","Colocation;Hetzner","Django","Advertising Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Dart;Java;JavaScript;Python;SQL;Swift;TypeScript","MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Firebase;Google Cloud;Heroku;Render","Express;Node.js;React","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine","Employed, full-time"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Research & Development role","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Dart;Python;TypeScript","Dynamodb;Firebase Realtime Database;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase","Django;React","Insurance","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;Bash/Shell (all shells);C;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;Prolog;Python;R;SAS;Scala;SQL","H2;IBM DB2;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS);Heroku;VMware","jQuery;Node.js;Spring Boot","Advertising Services","ChatGPT","Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"durban campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer Advocate","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript","MongoDB;PostgreSQL;SQLite","Digital Ocean;Heroku;Microsoft Azure;Vercel","Express;Fastify;Flask;Gatsby;NestJS;Next.js;Node.js;Nuxt.js;React;Svelte;Vue.js","Advertising Services","ChatGPT","Codeium;GitHub Copilot;Synk Code","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Groovy;JavaScript;SQL","Microsoft SQL Server;Redis","Amazon Web Services (AWS)","ASP.NET;ASP.NET CORE","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Not employed, but looking for work"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;PowerShell;Python;R;SQL","Microsoft SQL Server","Microsoft Azure","ASP.NET CORE;Flask","Higher Education","ChatGPT;WolframAlpha","Mintlify","Employed, full-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;Java;JavaScript;Python;Ruby;TypeScript","InfluxDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Hetzner;OpenShift;OpenStack;OVH","Angular;Node.js;Ruby on Rails;Spring Boot","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time;Independent contractor, freelancer, or self-employed"
"nelson mandela bay campus","IT","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;Lua;MATLAB;PowerShell;Zig","Microsoft SQL Server","Digital Ocean;Google Cloud;Microsoft Azure;Render","Deno;React;Svelte;Vue.js","Higher Education","Bing AI;ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Independent contractor, freelancer, or self-employed;Student, part-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;TypeScript","Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;Vercel","Angular;AngularJS;Django;Express;jQuery;NestJS;Next.js;Node.js;React;Remix","Healthcare","ChatGPT","AWS CodeWhisperer;Synk Code;Whispr AI","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","Cosmos DB;MySQL;Redis","Heroku;Microsoft Azure","Angular;ASP.NET CORE;Express;NestJS;Node.js","Manufacturing, Transportation, or Supply Chain","Bing AI","AWS CodeWhisperer;Synk Code","Independent contractor, freelancer, or self-employed"
"pretoria campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;Oracle;SQLite","Heroku;Microsoft Azure;OpenShift","Express;Node.js;React;Remix;Spring Boot","Oil & Gas","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Groovy;HTML/CSS;Java;Kotlin;Scala;SQL","Elasticsearch;Oracle;PostgreSQL","Amazon Web Services (AWS);Google Cloud","Spring Boot","Healthcare","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Independent contractor, freelancer, or self-employed"
"durban campus","IT","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;PowerShell;SQL","Microsoft SQL Server","Microsoft Azure;VMware","ASP.NET;ASP.NET CORE","Insurance","Bing AI;ChatGPT","AWS CodeWhisperer;Tabnine","Employed, full-time"
"nelson mandela bay campus","Computer Science","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;Scala;SQL","MariaDB;MongoDB;MySQL;PostgreSQL;Snowflake;SQLite","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","FastAPI;NestJS;Node.js;Vue.js","Wholesale","ChatGPT","GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL","MySQL","Microsoft Azure","ASP.NET CORE;Blazor","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Adrenaline","Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;Python;TypeScript","Cassandra;Dynamodb","Amazon Web Services (AWS)","Angular;Express","Financial Services","ChatGPT","Codeium;GitHub Copilot;Synk Code","Employed, full-time"
"durban campus","IT","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript","Cloud Firestore;Dynamodb;Elasticsearch;InfluxDB;MongoDB;MySQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Vercel","Angular;ASP.NET CORE;Express;Fastify;NestJS;Next.js;Node.js;React;Svelte;Vue.js","Oil & Gas","Bing AI;ChatGPT;WolframAlpha","Adrenaline","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;TypeScript","PostgreSQL","Microsoft Azure","ASP.NET CORE","Retail and Consumer Services","Bing AI;ChatGPT;WolframAlpha","Tabnine","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;Erlang;JavaScript;PHP","Clickhouse;Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Fly.io;Netlify","Express;Gatsby;Laravel;NestJS;Node.js","Retail and Consumer Services","ChatGPT;WolframAlpha","GitHub Copilot;Synk Code","Employed, full-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL","Dynamodb;PostgreSQL","Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI)","Flask;Spring Boot","Legal Services","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time"
"vanderbijlpark campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Some college/university study without earning a degree","Bash/Shell (all shells);GDScript;JavaScript;PowerShell;Python","MariaDB;MongoDB;MySQL;PostgreSQL;SQLite","Managed Hosting;VMware","FastAPI;Flask","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Whispr AI","Not employed, but looking for work"
"pretoria campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Dart;Go;JavaScript;PowerShell;SQL;Visual Basic (.Net)","Elasticsearch;Firebase Realtime Database;Microsoft SQL Server","Firebase;Google Cloud;Microsoft Azure","Angular;ASP.NET;jQuery;Node.js","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Solidity;SQL","Microsoft SQL Server;MySQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure","ASP.NET CORE;Blazor","Higher Education","Bing AI;ChatGPT;Google Bard AI","Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code","Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Python;SQL","Elasticsearch;Firebase Realtime Database;Oracle","Firebase;Google Cloud","Flask;Node.js;Spring Boot;Vue.js","Advertising Services","ChatGPT","Mintlify;Tabnine","Independent contractor, freelancer, or self-employed"
"nelson mandela bay campus","Data Science","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Python;SQL;VBA","BigQuery;Microsoft SQL Server;MySQL","Google Cloud","Flask","Other","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer Advocate","Some college/university study without earning a degree","Bash/Shell (all shells);C;C++;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;Ruby;Rust;SQL;Swift;TypeScript;Visual Basic (.Net)","Cassandra;Clickhouse;Cockroachdb;Couch DB;Elasticsearch;IBM DB2;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku;IBM Cloud Or Watson;Linode, now Akamai;Microsoft Azure;Netlify;OpenShift","Express;FastAPI;jQuery;Laravel;NestJS;Next.js;Node.js;Phoenix","Advertising Services","ChatGPT","GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"durban campus","IT","I am a developer by profession","DevOps specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;JavaScript;Swift;TypeScript","Microsoft SQL Server;MongoDB;PostgreSQL","Microsoft Azure","Angular;ASP.NET CORE;React","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET CORE;Blazor;React","Insurance","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","Firebase Realtime Database","Cloudflare;Firebase","Angular;Next.js;React","Legal Services","ChatGPT","Adrenaline;GitHub Copilot;Synk Code","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript","Elasticsearch;InfluxDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Digital Ocean;Google Cloud","Angular;AngularJS;Django;Express;Flask;jQuery;Laravel;NestJS;Node.js","Advertising Services","WolframAlpha","AWS CodeWhisperer;Mintlify","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, back-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Java;Rust;TypeScript","MySQL;PostgreSQL","Managed Hosting;Microsoft Azure","Next.js;React;Spring Boot","Manufacturing, Transportation, or Supply Chain","ChatGPT","Codeium;Tabnine","Employed, full-time"
"durban campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Go;Python;Ruby","Couch DB;PostgreSQL","Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI);VMware","FastAPI","Financial Services","ChatGPT","GitHub Copilot;Mintlify;Tabnine","Employed, full-time"
